date,shortage
2020-03-30,11232.617424676611
2020-03-31,1052.3355275300332
2020-04-01,2062.255280871417
2020-04-02,1267.824145575298
2020-04-03,775.584044883415
2020-04-04,656.9912006690813
2020-04-05,954.5587722380544
2020-04-06,1168.4758768086908
2020-04-07,865.7397462334793
2020-04-08,1991.7207774951844
2020-04-09,493.9008229784593
2020-04-10,1224.095471592683
2020-04-11,1599.9129831584075
2020-04-12,11074.67242817175
2020-04-13,114.4263584530579
2020-04-14,0.0
2020-04-15,376.0723951669836
2020-04-16,2170.930930773391
2020-04-17,91.43082949053235
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,9422.437810234747
2020-04-22,9640.313960895368
2020-04-23,0.0
2020-04-24,-1.5631940186722204e-13
2020-04-25,225.84152753134038
2020-04-26,5547.427491653679
2020-04-27,0.0
2020-04-28,3958.8917486548376
2020-04-29,780.0979006532142
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,502.09191377183924
2020-05-03,159.8814349158264
2020-05-04,194.3117431110732
2020-05-05,3424.6487155861946
2020-05-06,32.461806065325554
2020-05-07,4178.785241736796
2020-05-08,470.7170862940437
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,429.6604514119355
2020-05-12,16.301120413526576
2020-05-13,0.0
2020-05-14,9993.450600907987
2020-05-15,5900.564560776924
2020-05-16,2.803318295733394
2020-05-17,899.1445150176994
2020-05-18,2078.208301757454
2020-05-19,133.54564977357825
2020-05-20,892.538270554031
2020-05-21,345.5
2020-05-22,13.225429454661594
2020-05-23,673.2932108206318
2020-05-24,801.6644226382939
