date,shortage
2020-03-30,5913.984044980415
2020-03-31,250.15175757455432
2020-04-01,2677.43151535814
2020-04-02,571.2922131728037
2020-04-03,2978.523823865254
2020-04-04,852.9778111061108
2020-04-05,3968.701326052346
2020-04-06,1505.518958951218
2020-04-07,2781.717599995936
2020-04-08,1932.0510506123615
2020-04-09,1414.3536121368384
2020-04-10,1240.920530192061
2020-04-11,1949.4549766540579
2020-04-12,107.92092531000398
2020-04-13,5913.984044980415
2020-04-14,250.15175757455432
2020-04-15,2677.43151535814
2020-04-16,571.2922131728037
2020-04-17,2978.523823865254
2020-04-18,852.9778111061108
2020-04-19,3968.701326052346
2020-04-20,1505.518958951218
2020-04-21,2781.717599995936
2020-04-22,1932.0510506123615
2020-04-23,1414.3536121368384
2020-04-24,1240.920530192061
2020-04-25,1949.4549766540579
2020-04-26,107.92092531000398
2020-04-27,5913.984044980415
2020-04-28,250.15175757455432
2020-04-29,2677.43151535814
2020-04-30,571.2922131728037
2020-05-01,2978.523823865254
2020-05-02,852.9778111061108
2020-05-03,3968.701326052346
2020-05-04,1505.518958951218
2020-05-05,2781.717599995936
2020-05-06,1932.0510506123615
2020-05-07,1414.3536121368384
2020-05-08,1240.920530192061
2020-05-09,1949.4549766540579
2020-05-10,107.92092531000398
2020-05-11,5913.984044980415
2020-05-12,250.15175757455432
2020-05-13,2677.43151535814
2020-05-14,571.2922131728037
2020-05-15,2978.523823865254
2020-05-16,852.9778111061108
2020-05-17,3968.701326052346
2020-05-18,1505.518958951218
2020-05-19,2781.717599995936
2020-05-20,1932.0510506123615
2020-05-21,1414.3536121368384
2020-05-22,1240.920530192061
2020-05-23,1949.4549766540579
2020-05-24,107.92092531000398
